x,Corediam_7.9445_Length_1000.0000_Core_index_2.0000
213.20000000000002,0.9979327
213.4,0.9979321
213.60000000000002,0.9979318
213.8,0.9979317
214.0,0.997932
214.20000000000002,0.9979328
214.4,0.9979339
214.60000000000002,0.9979354
214.8,0.9979372
215.0,0.9979393
215.20000000000002,0.9979416
215.4,0.9979442
215.60000000000002,0.997947
215.8,0.9979499
216.0,0.9979529
216.20000000000002,0.9979558
216.4,0.9979585
216.60000000000002,0.9979609
216.8,0.9979628
217.0,0.9979643
217.20000000000002,0.9979652
217.4,0.9979659
217.60000000000002,0.9979665
217.8,0.9979672
218.0,0.9979681
218.20000000000002,0.9979691
218.4,0.9979703
218.60000000000002,0.9979714
218.8,0.9979721
219.0,0.9979722
219.20000000000002,0.9979716
219.4,0.9979702
219.60000000000002,0.9979682
219.8,0.9979658
220.0,0.9979634
220.20000000000002,0.9979615
220.4,0.9979604
220.60000000000002,0.9979602
220.8,0.9979609
221.0,0.9979624
221.20000000000002,0.9979644
221.4,0.9979665
221.60000000000002,0.9979684
221.8,0.9979696
222.0,0.99797
222.20000000000002,0.9979697
222.4,0.9979689
222.60000000000002,0.9979675
222.8,0.9979659
223.0,0.9979644
223.20000000000002,0.9979631
223.4,0.9979621
223.60000000000002,0.9979613
223.8,0.9979607
224.0,0.9979604
224.20000000000002,0.9979602
224.4,0.99796
224.60000000000002,0.9979599
224.8,0.9979598
225.0,0.9979595
225.20000000000002,0.9979591
225.4,0.9979585
225.60000000000002,0.9979575
225.8,0.9979562
226.0,0.9979544
226.20000000000002,0.9979522
226.4,0.9979497
226.60000000000002,0.997947
226.8,0.9979444
227.0,0.9979418
227.20000000000002,0.9979395
227.4,0.9979376
227.60000000000002,0.9979362
227.8,0.9979354
228.0,0.9979349
228.20000000000002,0.997935
228.4,0.9979354
228.60000000000002,0.9979361
228.8,0.997937
229.0,0.997938
229.20000000000002,0.9979393
229.4,0.9979406
229.60000000000002,0.997942
229.8,0.9979433
230.0,0.9979447
230.20000000000002,0.997946
230.4,0.9979472
230.60000000000002,0.9979482
230.8,0.9979489
231.0,0.9979493
231.20000000000002,0.9979493
231.4,0.9979489
231.60000000000002,0.9979481
231.8,0.9979469
232.0,0.9979455
232.20000000000002,0.9979442
232.4,0.997943
232.60000000000002,0.9979421
232.8,0.9979417
233.0,0.9979418
233.20000000000002,0.9979423
233.4,0.9979431
233.60000000000002,0.9979439
233.8,0.9979445
234.0,0.9979445
234.20000000000002,0.9979439
234.4,0.9979426
